u;r;t;TC_curt;TC_eurt;TC_furt;G_curt;G_eurt;G_furt;F_cur;F_eur;F_fur;W_ur
1;1;1;100000;100000;100000;0.3;0.3;0.3;0.000015;0.000015;0.000015;300
1;1;2;100000;100000;100000;0.3;0.3;0.3;0.000015;0.000015;0.000015;300
1;1;3;100000;100000;100000;0.3;0.3;0.3;0.000015;0.000015;0.000015;300
1;1;4;100000;100000;100000;0.3;0.3;0.3;0.000015;0.000015;0.000015;300
1;1;5;100000;100000;100000;0.3;0.3;0.3;0.000015;0.000015;0.000015;300
1;1;6;100000;100000;100000;0.3;0.3;0.3;0.000015;0.000015;0.000015;300
1;1;7;100000;100000;100000;0.3;0.3;0.3;0.000015;0.000015;0.000015;300
1;1;8;100000;100000;100000;0.3;0.3;0.3;0.000015;0.000015;0.000015;300
1;1;9;100000;100000;100000;0.3;0.3;0.3;0.000015;0.000015;0.000015;300
1;1;10;100000;100000;100000;0.3;0.3;0.3;0.000015;0.000015;0.000015;300
1;1;11;100000;100000;100000;0.3;0.3;0.3;0.000015;0.000015;0.000015;300
1;1;12;100000;100000;100000;0.3;0.3;0.3;0.000015;0.000015;0.000015;300
1;1;13;100000;100000;100000;0.3;0.3;0.3;0.000015;0.000015;0.000015;300
1;1;14;100000;100000;100000;0.3;0.3;0.3;0.000015;0.000015;0.000015;300
1;2;1;100000;100000;100000;0.3;0.3;0.3;0.000015;0.000015;0.000015;600
1;2;2;100000;100000;100000;0.3;0.3;0.3;0.000015;0.000015;0.000015;600
1;2;3;100000;100000;100000;0.3;0.3;0.3;0.000015;0.000015;0.000015;600
1;2;4;100000;100000;100000;0.3;0.3;0.3;0.000015;0.000015;0.000015;600
1;2;5;100000;100000;100000;0.3;0.3;0.3;0.000015;0.000015;0.000015;600
1;2;6;100000;100000;100000;0.3;0.3;0.3;0.000015;0.000015;0.000015;600
1;2;7;100000;100000;100000;0.3;0.3;0.3;0.000015;0.000015;0.000015;600
1;2;8;100000;100000;100000;0.3;0.3;0.3;0.000015;0.000015;0.000015;600
1;2;9;100000;100000;100000;0.3;0.3;0.3;0.000015;0.000015;0.000015;600
1;2;10;100000;100000;100000;0.3;0.3;0.3;0.000015;0.000015;0.000015;600
1;2;11;100000;100000;100000;0.3;0.3;0.3;0.000015;0.000015;0.000015;600
1;2;12;100000;100000;100000;0.3;0.3;0.3;0.000015;0.000015;0.000015;600
